epoch,step,train/auxiliary_loss,"train/auxiliary_loss t=[0.00,0.25)","train/auxiliary_loss t=[0.25,0.50)","train/auxiliary_loss t=[0.50,0.75)","train/auxiliary_loss t=[0.75,1.00)",train/batch_size,train/bb_atom_loss,"train/bb_atom_loss t=[0.00,0.25)","train/bb_atom_loss t=[0.25,0.50)","train/bb_atom_loss t=[0.50,0.75)","train/bb_atom_loss t=[0.75,1.00)",train/dist_mat_loss,"train/dist_mat_loss t=[0.00,0.25)","train/dist_mat_loss t=[0.25,0.50)","train/dist_mat_loss t=[0.50,0.75)","train/dist_mat_loss t=[0.75,1.00)",train/epoch_time_minutes,train/eps,train/length,train/loss,train/rots_vf_loss,"train/rots_vf_loss t=[0.00,0.25)","train/rots_vf_loss t=[0.25,0.50)","train/rots_vf_loss t=[0.50,0.75)","train/rots_vf_loss t=[0.75,1.00)",train/se3_vf_loss,"train/se3_vf_loss t=[0.00,0.25)","train/se3_vf_loss t=[0.25,0.50)","train/se3_vf_loss t=[0.50,0.75)","train/se3_vf_loss t=[0.75,1.00)",train/t,train/torsion_loss,"train/torsion_loss t=[0.00,0.25)","train/torsion_loss t=[0.25,0.50)","train/torsion_loss t=[0.50,0.75)","train/torsion_loss t=[0.75,1.00)",train/trans_loss,"train/trans_loss t=[0.00,0.25)","train/trans_loss t=[0.25,0.50)","train/trans_loss t=[0.50,0.75)","train/trans_loss t=[0.75,1.00)",valid/avg_c4_bond_dists,valid/c4_c4_deviation,valid/c4_c4_valid_percent,valid/num_c4_c4_clashes,valid/radius_of_gyration
0,49,2.8928163051605225,0.0,5.208755970001221,3.971029043197632,3.4836885929107666,14.0,2.613471269607544,3.126516819000244,3.3585610389709473,2.342278003692627,1.9440946578979492,1.388988971710205,1.2999149560928345,1.6425074338912964,1.4281359910964966,1.3150877952575684,,40.17461013793945,300.0,5.986074447631836,1.3300912380218506,1.4521887302398682,1.5371143817901611,1.4205940961837769,1.130097508430481,3.0932581424713135,3.5590951442718506,3.8212952613830566,2.995744228363037,2.434933662414551,0.5593339204788208,0.22272273898124695,0.23685060441493988,0.20768781006336212,0.20061513781547546,0.22450624406337738,1.7631667852401733,2.1069064140319824,2.2841808795928955,1.5751500129699707,1.3048362731933594,,,,,
0,99,1.4350732564926147,0.0,2.396944999694824,1.3095073699951172,1.5768458843231201,14.0,1.2003448009490967,1.741384744644165,1.3811174631118774,0.7452862858772278,0.9131259322166443,0.7637650966644287,0.9731304049491882,0.9317455887794495,0.5146100521087646,0.603423535823822,,23.62214469909668,300.0,3.5449018478393555,1.3033303022384644,1.4237905740737915,1.425884485244751,1.4893068075180054,1.0586198568344116,2.1098287105560303,2.6197636127471924,2.36617374420166,1.9906424283981323,1.64646577835083,0.4959736466407776,0.09637897461652756,0.20409129559993744,0.0840819701552391,0.04961095377802849,0.06029639020562172,0.8064982891082764,1.1959729194641113,0.9402891397476196,0.501335620880127,0.5878458619117737,,,,,
0,149,0.8696475028991699,0.0,1.3291022777557373,1.1381627321243286,2.687883138656616,14.0,1.1940135955810547,1.820399284362793,0.7816306352615356,0.7182658314704895,1.741338849067688,0.6432476043701172,0.945009171962738,0.5168807506561279,0.3914422392845154,0.8980058431625366,,39.95029067993164,300.0,2.977865219116211,1.308237910270691,1.5019055604934692,1.164218783378601,1.150948166847229,1.5716766119003296,2.108217716217041,2.7232813835144043,1.6944446563720703,1.6313402652740479,2.721707820892334,0.42136403918266296,0.07692272961139679,0.15929393470287323,0.030590927228331566,0.028454668819904327,0.04853850230574608,0.7999796271324158,1.2213757038116455,0.5302259922027588,0.4803920388221741,1.1500310897827148,,,,,
0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8565592765808105,1.6050533056259155,0.8320496082305908,0.29192546010017395,9.279882431030273
0,160,,,,,,,,,,,,,,,,,3.852111339569092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,199,0.8007867932319641,0.0,1.1719461679458618,0.4032425284385681,0.6510372757911682,14.0,0.7794800400733948,1.8004930019378662,0.7542096972465515,0.2799176871776581,0.43808701634407043,0.38672688603401184,0.8840385675430298,0.3938196003437042,0.10896435379981995,0.19509923458099365,,23.623531341552734,300.0,2.5685408115386963,1.249302864074707,1.4165703058242798,1.3334436416625977,0.9965955018997192,1.0815998315811157,1.7677539587020874,2.623401165008545,1.8399317264556885,1.176177978515625,1.361513376235962,0.5114423036575317,0.04175194725394249,0.1656724363565445,0.02391682378947735,0.014360496774315834,0.017851030454039574,0.5184510946273804,1.2068309783935547,0.506488025188446,0.17958243191242218,0.2799135446548462,,,,,
1,249,0.7743377089500427,0.0,1.5869663953781128,1.0075818300247192,0.7350584864616394,14.0,0.9812358021736145,1.3233588933944702,1.0376613140106201,0.7040601968765259,0.42883986234664917,0.5595874190330505,0.8561625480651855,0.5280787944793701,0.28483375906944275,0.29329752922058105,,39.8344612121582,300.0,2.5939149856567383,1.1570020914077759,1.3099477291107178,1.1572575569152832,1.0577454566955566,0.9230116605758667,1.8195773363113403,2.2042839527130127,1.8662395477294922,1.5192962884902954,1.2149063348770142,0.3743572533130646,0.04514424502849579,0.09304163604974747,0.02122635766863823,0.018687879666686058,0.012921071611344814,0.6625751852989197,0.8943362832069397,0.7089820504188538,0.4615509510040283,0.29189470410346985,,,,,
1,299,0.7279837131500244,0.0,1.5204412937164307,0.5685570240020752,0.9403330683708191,14.0,0.826216459274292,1.250463604927063,1.0035343170166016,0.4525788128376007,0.5865040421485901,0.4797123074531555,0.8015503883361816,0.49779194593429565,0.10559035837650299,0.3440851867198944,,23.668638229370117,300.0,2.2293701171875,0.9381095767021179,1.2775110006332397,1.0893741846084595,0.8241550922393799,0.7172265648841858,1.5013864040374756,2.1400508880615234,1.75700044631958,1.1099650859832764,1.1193201541900635,0.5726728439331055,0.0186399444937706,0.0360335074365139,0.019115161150693893,0.010387837886810303,0.009743860922753811,0.5632768869400024,0.8625397682189941,0.6676262021064758,0.2858099937438965,0.4020935297012329,,,,,
1,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.998217582702637,1.2151538133621216,0.8931677341461182,0.03726708143949509,11.010295867919922
1,321,,,,,,,,,,,,,,,,,3.8551342487335205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
